id,population,name
24190,174,Valverde-Enrique
24193,409,"Vecilla, La"
24196,2232,Vega de Espinareda
24197,883,Vega de Infanzones
24198,652,Vega de Valcarce
24194,312,Vegacervera
24199,457,Vegaquemada
24201,1158,Vegas del Condado
24202,9342,Villablino
24203,107,Villabraz
24205,1096,Villadangos del Páramo
24207,352,Villademor de la Vega
24209,3153,Villafranca del Bierzo
24210,610,Villagatón
24211,308,Villamandos
24901,1001,Villamanín
24212,1178,Villamañán
24213,155,Villamartín de Don Sancho
24214,709,Villamejil
24215,169,Villamol
24216,777,Villamontán de la Valduerna
24217,155,Villamoratiel de las Matas
24218,505,Villanueva de las Manzanas
24219,590,Villaobispo de Otero
24902,369,Villaornate y Castro
24221,914,Villaquejida
24222,18583,Villaquilambre
24223,3061,Villarejo de Órbigo
24224,672,Villares de Órbigo
24225,1156,Villasabariego
24226,209,Villaselán
24227,1942,Villaturiel
24228,726,Villazala
24229,461,Villazanzo de Valderaduey
24230,456,Zotes del Páramo
25001,181,Abella de la Conca
25002,602,Àger
25003,5390,Agramunt
25038,2523,Aitona
25004,799,"Alamús, Els"
25005,350,Alàs i Cerc
25006,403,"Albagés, L'"
25007,2291,Albatàrrec
25008,1596,Albesa
25009,803,"Albi, L'"
25010,249,Alcanó
25011,9297,Alcarràs
25012,3375,Alcoletge
25013,2923,Alfarràs
25014,326,Alfés
25015,423,Algerri
25016,3006,Alguaire
25017,287,Alins
25019,6800,Almacelles
25020,327,Almatret
25021,3502,Almenar
25022,125,Alòs de Balaguer
25023,6233,Alpicat
25024,402,Alt Àneu
25027,1335,Anglesola
25029,2240,Arbeca
25031,64,Arres
25032,83,Arsèguel
25033,1512,Artesa de Lleida
25034,3556,Artesa de Segre
25036,217,Aspa
25037,465,"Avellanes i Santa Linya, Les"
25039,342,Baix Pallars
25040,16530,Balaguer
25041,943,Barbens
25042,240,"Baronia de Rialb, La"
25044,235,Bassella
25045,64,Bausen
25046,539,Belianes
25170,307,Bellaguarda
25047,1263,Bellcaire d'Urgell
25048,2349,Bell-lloc d'Urgell
25049,188,Bellmunt d'Urgell
25050,5005,Bellpuig
25051,1995,Bellver de Cerdanya
25052,2264,Bellvís
25053,1482,Benavent de Segrià
25055,187,Biosca
25057,250,"Bòrdes, Es"
25058,6000,"Borges Blanques, Les"
25059,1123,Bossòst
25056,267,Bovera
25060,77,Cabanabona
25061,92,Cabó
25062,879,Camarasa
25063,97,Canejan
25904,175,Castell de Mur
25064,142,Castellar de la Ribera
25067,958,Castelldans
25068,736,Castellnou de Seana
25069,556,Castelló de Farfanya
25070,1030,Castellserà
25071,57,Cava
25072,9013,Cervera
25073,686,Cervià de les Garrigues
25074,204,Ciutadilla
25075,141,Clariana de Cardener
25076,174,"Cogul, El"
25077,574,Coll de Nargó
25163,261,"Coma i la Pedra, La"
25161,439,Conca de Dalt
25078,1401,Corbins
25079,373,Cubells
25081,375,"Espluga Calba, L'"
25082,361,Espot
25088,119,Estamariu
25085,163,Estaràs
25086,789,Esterri d'Àneu
25087,69,Esterri de Cardós
25089,126,Farrera
25908,254,Fígols i Alinyà
25092,155,"Floresta, La"
25093,794,Fondarella
25094,172,Foradada
25096,1260,"Fuliola, La"
25097,87,Fulleda
25098,297,Gavet de la Conca
25912,1111,Gimenells i el Pla de la Font
25099,1835,Golmés
25100,228,Gósol
25101,723,"Granadella, La"
25102,977,"Granja d'Escarp, La"
25103,153,Granyanella
25105,158,Granyena de les Garrigues
25104,147,Granyena de Segarra
25109,275,Guimerà
25903,308,"Guingueta d'Àneu, La"
25110,6892,Guissona
25111,146,Guixers
25115,1046,Isona i Conca Dellà
25112,351,Ivars de Noguera
25113,1578,Ivars d'Urgell
25114,114,Ivorra
25910,122,Josa i Tuixén
25118,418,Juncosa
25119,3343,Juneda
25121,958,Les
25122,2650,Linyola
25123,226,Lladorre
25124,187,Lladurs
25125,476,Llardecans
25126,355,Llavorsí
25120,138144,Lleida
25127,247,Lles de Cerdanya
25128,150,Llimiana
25129,203,Llobera
25133,950,Maials
25130,230,Maldà
25131,571,Massalcoreig
25132,203,Massoteres
25134,847,Menàrguens
25135,1369,Miralcamp
25137,14585,Mollerussa
25136,111,"Molsosa, La"
25139,547,Montellà i Martinet
25140,1050,Montferrer i Castellbò
25138,651,Montgai
25142,495,Montoliu de Lleida
25141,188,Montoliu de Segarra
25143,100,Montornès de Segarra
25145,100,Nalec
25025,1764,Naut Aran
25146,283,Navès
25148,259,Odèn
25149,1844,Oliana
25150,220,Oliola
25151,929,Olius
25152,152,"Oluges, Les"
25153,217,"Omellons, Els"
25154,137,"Omells de na Gaia, Els"
25155,804,Organyà
25156,1022,Os de Balaguer
25157,214,Ossó de Sió
25158,2153,"Palau d'Anglesola, El"
25164,474,Penelles
25165,344,Peramola
25166,213,Pinell de Solsonès
25167,297,Pinós
25911,523,"Plans de Sió, Els"
25168,655,"Poal, El"
25169,206,"Pobla de Cérvoles, La"
25171,2973,"Pobla de Segur, La"
25030,165,"Pont de Bar, El"
25173,2293,"Pont de Suert, El"
25172,2638,Ponts
25174,741,"Portella, La"
25175,238,Prats i Sansor
25176,382,Preixana
25177,448,Preixens
25179,208,Prullans
25180,287,Puiggròs
25181,237,Puigverd d'Agramunt
25182,1373,Puigverd de Lleida
25183,669,Rialp
25905,446,Ribera d'Ondara
25185,962,Ribera d'Urgellet
25186,261,Riner
25913,97,Riu de Cerdanya
25189,3029,Rosselló
25190,340,Salàs de Pallars
25191,425,Sanaüja
25196,139,Sant Esteve de la Sarga
25192,1059,Sant Guim de Freixenet
25197,170,Sant Guim de la Plana
25193,966,Sant Llorenç de Morunys
25902,674,Sant Martí de Riucorb
25194,509,Sant Ramon
25201,117,Sarroca de Bellera
25200,374,Sarroca de Lleida
25202,133,Senterada
25035,462,"Sentiu de Sió, La"
25204,1912,Seròs
25203,12185,"Seu d'Urgell, La"
25205,734,Sidamon
25206,350,"Soleràs, El"
25207,8914,Solsona
25208,408,Soriguera
25209,2145,Sort
25210,1698,Soses
25211,867,Sudanell
25212,350,Sunyer
25215,689,Talarn
25216,257,Talavera
25217,16481,Tàrrega
25218,100,Tarrés
25219,182,Tarroja de Segarra
25220,1526,Térmens
25221,143,Tírvia
25222,73,Tiurana
25223,1215,Torà
25224,149,"Torms, Els"
25225,882,Tornabous
25227,748,"Torre de Cabdella, La"
25226,293,Torrebesses
25228,4630,Torrefarrera
25907,590,Torrefeta i Florejacs
25230,2166,Torregrossa
25231,703,Torrelameu
25232,2253,Torres de Segre
25233,379,Torre-serona
25234,6026,Tremp
25043,1022,"Vall de Boí, La"
25901,356,Vall de Cardós
25238,241,Vallbona de les Monges
25240,1868,Vallfogona de Balaguer
25906,291,"Valls d'Aguilar, Les"
25239,817,"Valls de Valira, Les"
25909,200,"Vansa i Fórnols, La"
25242,933,Verdú
25243,5459,Vielha e Mijaran
25244,510,Vilagrassa
25245,552,Vilaller
25247,151,Vilamòs
25248,1168,Vilanova de Bellpuig
25254,1054,Vilanova de la Barca
25249,213,Vilanova de l'Aguda
25250,414,Vilanova de Meià
25251,941,Vilanova de Segrià
25252,732,Vila-sana
25253,185,"Vilosell, El"
25255,499,Vinaixa
27001,2559,Abadín
27002,1818,Alfoz
27003,2080,Antas de Ulla
27004,1333,Baleira
27901,2660,Baralla
27005,2970,Barreiros
27006,2921,Becerreá
27007,3115,Begonte
27008,1537,Bóveda
27902,9552,Burela
27009,2280,Carballedo
27010,5057,Castro de Rei
27011,2726,Castroverde
27012,1458,Cervantes
27013,4295,Cervo
27016,8431,Chantada
27014,3581,"Corgo, O"
27015,4754,Cospeito
27017,1060,Folgoso do Courel
27018,3768,"Fonsagrada, A"
27019,9908,Foz
27020,3894,Friol
27022,5495,Guitiriz
27023,2833,Guntín
27024,1740,"Incio, O"
27026,2702,Láncara
27027,2259,Lourenzá
27028,98268,Lugo
27029,1747,Meira
27030,3820,Mondoñedo
27031,18922,Monforte de Lemos
27032,3741,Monterroso
27033,668,Muras
27034,1186,Navia de Suarna
27035,215,Negueira de Muñiz
27037,1161,"Nogais, As"
27038,1034,Ourol
27039,5043,Outeiro de Rei
27040,3554,Palas de Rei
27041,2620,Pantón
27042,1887,Paradela
27043,1456,"Páramo, O"
27044,3212,"Pastoriza, A"
27045,1088,Pedrafita do Cebreiro
27047,1752,"Pobra do Brollón, A"
27046,1696,Pol
27048,2402,"Pontenova, A"
27049,1528,Portomarín
27050,3354,Quiroga
27056,1521,Rábade
27051,9972,Ribadeo
27052,992,Ribas de Sil
27053,570,Ribeira de Piquín
27054,1322,Riotorto
27055,1392,Samos
27057,13337,Sarria
27058,3926,"Saviñao, O"
27059,2375,Sober
27060,2928,Taboada
27061,1133,Trabada
27062,680,Triacastela
27063,2016,"Valadouro, O"
27064,1802,"Vicedo, O"
27065,14487,Vilalba
27066,15615,Viveiro
27021,1943,Xermade
27025,3376,Xove
28001,66,"Acebeda, La"
28002,4440,Ajalvir
28003,208,Alameda del Valle
28004,9017,"Álamo, El"
28005,195907,Alcalá de Henares
28006,113340,Alcobendas
28007,167354,Alcorcón
28008,2584,Aldea del Fresno
28009,20311,Algete
28010,14417,Alpedrete
28011,595,Ambite
28012,1215,Anchuelo
28013,57932,Aranjuez
28014,54256,Arganda del Rey
28015,28177,Arroyomolinos
28016,95,"Atazar, El"
28017,1582,Batres
28018,5439,Becerril de la Sierra
28019,1605,Belmonte de Tajo
28021,752,"Berrueco, El"
28020,198,Berzosa del Lozoya
28022,49762,Boadilla del Monte
28023,7225,"Boalo, El"
28024,201,Braojos
28025,560,Brea de Tajo
28026,10374,Brunete
28027,1861,Buitrago del Lozoya
28028,2370,Bustarviejo
28029,719,Cabanillas de la Sierra
28030,2560,"Cabrera, La"
28031,2788,Cadalso de los Vidrios
28032,7050,Camarma de Esteruelas
28033,5888,Campo Real
28034,451,Canencia
28035,1948,Carabaña
28036,3589,Casarrubuelos
28037,1986,Cenicientos
28038,6751,Cercedilla
28039,157,Cervera de Buitrago
28051,2214,Chapinería
28052,5294,Chinchón
28040,23773,Ciempozuelos
28041,7009,Cobeña
28046,6583,Collado Mediano
28047,61597,Collado Villalba
28043,7946,Colmenar de Oreja
28042,1632,Colmenar del Arroyo
28045,48020,Colmenar Viejo
28044,8945,Colmenarejo
28048,672,Corpa
28049,84533,Coslada
28050,5971,Cubas de la Sagra
28053,9981,Daganzo de Arriba
28054,15364,"Escorial, El"
28055,1319,Estremera
28056,1547,Fresnedillas de la Oliva
28057,2044,Fresno de Torote
28058,194171,Fuenlabrada
28059,6403,Fuente el Saz de Jarama
28060,1936,Fuentidueña de Tajo
28061,32404,Galapagar
28062,351,Garganta de los Montes
28063,325,Gargantilla del Lozoya y Pinilla de Buitrago
28064,171,Gascones
28065,176659,Getafe
28066,9938,Griñón
28067,5982,Guadalix de la Sierra
28068,15488,Guadarrama
28069,54,"Hiruela, La"
28070,143,Horcajo de la Sierra-Aoslos
28071,86,Horcajuelo de la Sierra
28072,7965,Hoyo de Manzanares
28073,19563,Humanes de Madrid
28074,187173,Leganés
28075,8388,Loeches
28076,576,Lozoya
28901,1210,Lozoyuela-Navas-Sieteiglesias
28078,47,Madarcos
28079,3165541,Madrid
28080,70755,Majadahonda
28082,8387,Manzanares el Real
28083,13426,Meco
28084,22900,Mejorada del Campo
28085,5754,Miraflores de la Sierra
28086,8263,"Molar, El"
28087,4373,"Molinos, Los"
28088,359,Montejo de la Sierra
28089,4984,Moraleja de Enmedio
28090,12372,Moralzarzal
28091,7548,Morata de Tajuña
28092,205614,Móstoles
28093,2885,Navacerrada
28094,1266,Navalafuente
28095,2423,Navalagamella
28096,26954,Navalcarnero
28097,132,Navarredonda y San Mamés
28099,2659,Navas del Rey
28100,6018,Nuevo Baztán
28101,326,Olmeda de las Fuentes
28102,1225,Orusco de Tajuña
28104,23104,Paracuellos de Jarama
28106,124661,Parla
28107,537,Patones
28108,5456,Pedrezuela
28109,2471,Pelayos de la Presa
28110,2799,Perales de Tajuña
28111,793,Pezuela de las Torres
28112,192,Pinilla del Valle
28113,49522,Pinto
28114,185,Piñuécar-Gandullas
28115,84989,Pozuelo de Alarcón
28116,1073,Pozuelo del Rey
28117,134,Prádena del Rincón
28118,66,Puebla de la Sierra
28902,627,Puentes Viejas
28119,3239,Quijorna
28120,1692,Rascafría
28121,261,Redueña
28122,689,Ribatejada
28123,82715,Rivas-Vaciamadrid
28124,99,Robledillo de la Jara
28125,4001,Robledo de Chavela
28126,45,Robregordo
28127,94471,"Rozas de Madrid, Las"
28128,533,Rozas de Puerto Real
28129,12862,San Agustín del Guadalix
28130,40095,San Fernando de Henares
28131,18038,San Lorenzo de El Escorial
28132,18734,San Martín de la Vega
28133,8344,San Martín de Valdeiglesias
28134,86206,San Sebastián de los Reyes
28135,1177,Santa María de la Alameda
28136,851,Santorcaz
28137,2435,"Santos de la Humosa, Los"
28138,77,"Serna del Monte, La"
28140,3990,Serranillos del Valle
28141,8905,Sevilla la Nueva
28143,77,Somosierra
28144,8483,Soto del Real
28145,3451,Talamanca de Jarama
28146,2620,Tielmes
28147,1258,Titulcia
28148,126981,Torrejón de Ardoz
28149,8171,Torrejón de la Calzada
28150,4243,Torrejón de Velasco
28151,4697,Torrelaguna
28152,23123,Torrelodones
28153,906,Torremocha de Jarama
28154,7769,Torres de la Alameda
28903,44764,Tres Cantos
28155,641,Valdaracete
28156,1407,Valdeavero
28157,841,Valdelaguna
28158,911,Valdemanco
28159,779,Valdemaqueda
28160,12168,Valdemorillo
28161,72988,Valdemoro
28162,3880,Valdeolmos-Alalpardo
28163,574,Valdepiélagos
28164,4260,Valdetorres de Jarama
28165,2749,Valdilecha
28166,430,Valverde de Alcalá
28167,12222,Velilla de San Antonio
28168,1846,"Vellón, El"
28169,2014,Venturada
28171,6295,Villa del Prado
28170,3350,Villaconejos
28172,12719,Villalbilla
28173,705,Villamanrique de Tajo
28174,2497,Villamanta
28175,1334,Villamantilla
28176,19611,Villanueva de la Cañada
28178,1486,Villanueva de Perales
28177,16950,Villanueva del Pardillo
28179,1981,Villar del Olmo
28180,7265,Villarejo de Salvanés
28181,27276,Villaviciosa de Odón
28182,270,Villavieja del Lozoya
28183,1565,Zarzalejo
29001,5390,Alameda
29002,2272,Alcaucín
29003,1135,Alfarnate
29004,405,Alfarnatejo
29005,6232,Algarrobo
29006,795,Algatocín
29007,38794,Alhaurín de la Torre
29008,24315,Alhaurín el Grande
29009,1835,Almáchar
29010,2046,Almargen
29011,3786,Almogía
29012,12941,Álora
29013,2030,Alozaina
29014,246,Alpandeire
29015,41065,Antequera
29016,428,Árchez
29017,8499,Archidona
29018,2507,Ardales
29019,1205,Arenas
29020,4114,Arriate
29021,171,Atajate
29022,232,Benadalid
29023,7342,Benahavís
29024,456,Benalauría
29025,67245,Benalmádena
29026,1558,Benamargosa
29027,2999,Benamocarra
29028,1491,Benaoján
29029,493,Benarrabá
29030,960,"Borge, El"
29031,1871,"Burgo, El"
29032,8511,Campillos
29033,1710,Canillas de Aceituno
29034,773,Canillas de Albaida
29035,1710,Cañete la Real
29036,750,Carratraca
29037,241,Cartajima
29038,24824,Cártama
29039,3443,Casabermeja
29040,2573,Casarabonela
29041,5795,Casares
29042,21456,Coín
29043,3385,Colmenar
29044,1348,Comares
29045,3705,Cómpeta
29046,3277,Cortes de la Frontera
29047,1430,Cuevas Bajas
29049,3776,Cuevas de San Marcos
29048,1618,Cuevas del Becerro
29050,598,Cútar
29051,66683,Estepona
29052,265,Faraján
29053,3039,Frigiliana
29054,77486,Fuengirola
29055,2525,Fuente de Piedra
29056,1620,Gaucín
29057,424,Genalguacil
29058,2047,Guaro
29059,3311,Humilladero
29060,793,Igualeja
29061,1399,Istán
29062,874,Iznate
29063,409,Jimera de Líbar
29064,634,Jubrique
29065,228,Júzcar
29066,461,Macharaviaya
29067,569009,Málaga
29068,14750,Manilva
29069,140744,Marbella
29070,77769,Mijas
29071,1217,Moclinejo
29072,4913,Mollina
29073,2400,Monda
29903,640,Montecorto
29074,1011,Montejaque
29075,21204,Nerja
29076,3385,Ojén
29077,230,Parauta
29079,3149,Periana
29080,9106,Pizarra
29081,305,Pujerra
29082,44003,Rincón de la Victoria
29083,2812,Riogordo
29084,34381,Ronda
29085,181,Salares
29086,1628,Sayalonga
29087,625,Sedella
29904,503,Serrato
29088,3370,Sierra de Yeguas
29089,3912,Teba
29090,2093,Tolox
29901,67786,Torremolinos
29091,15098,Torrox
29092,707,Totalán
29093,2603,Valle de Abdalajís
29094,78890,Vélez-Málaga
29095,4325,Villanueva de Algaidas
29902,3304,Villanueva de la Concepción
29098,1531,Villanueva de Tapia
29096,3465,Villanueva del Rosario
29097,5313,Villanueva del Trabuco
29099,2009,Viñuela
29100,2948,Yunquera
30001,6184,Abanilla
30002,13183,Abarán
30003,34706,Águilas
30004,1378,Albudeite
30005,41155,Alcantarilla
30902,15289,"Alcázares, Los"
30006,941,Aledo
30007,9613,Alguazas
30008,21308,Alhama de Murcia
30009,18734,Archena
30010,11114,Beniel
30011,6521,Blanca
30012,11714,Bullas
30013,10268,Calasparra
30014,2003,Campos del Río
30015,25591,Caravaca de la Cruz
30016,214759,Cartagena
30017,15321,Cehegín
30018,11321,Ceutí
30019,35134,Cieza
30020,9960,Fortuna
30021,16205,Fuente Álamo de Murcia
30022,25362,Jumilla
30023,5107,Librilla
30024,91730,Lorca
30025,6969,Lorquí
30026,30704,Mazarrón
30027,69614,Molina de Segura
30028,8145,Moratalla
30029,16689,Mula
30030,441003,Murcia
30031,497,Ojós
30032,3933,Pliego
30033,14874,Puerto Lumbreras
30034,1332,Ricote
30035,31782,San Javier
30036,24660,San Pedro del Pinatar
30901,15952,Santomera
30037,34630,Torre-Pacheco
30038,21341,"Torres de Cotillas, Las"
30039,30981,Totana
30040,913,Ulea
30041,19630,"Unión, La"
30042,2560,Villanueva del Río Segura
30043,34037,Yecla
31001,90,Abáigar
31002,532,Abárzuza/Abartzuza
31003,127,Abaurregaina/Abaurrea Alta
31004,35,Abaurrepea/Abaurrea Baja
31005,376,Aberin
31006,2494,Ablitas
31007,155,Adiós
31008,78,Aguilar de Codés
31009,802,Aibar/Oibar
31011,854,Allín/Allin
31012,1003,Allo
31010,7471,Altsasu/Alsasua
31013,764,Améscoa Baja
31014,362,Ancín/Antzin
31015,2772,Andosilla
31016,10817,Ansoáin/Antsoain
31017,473,Anue
31018,537,Añorbe
31019,2564,Aoiz/Agoitz
31020,529,Araitz
31025,952,Arakil
31021,71,Aranarache/Aranaratxe
31023,9801,Aranguren
31024,109,Arano
31022,631,Arantza
31026,168,Aras
31027,1117,Arbizu
31028,260,Arce/Artzi
31029,1119,"Arcos, Los"
31030,163,Arellano
31031,263,Areso
31032,2277,Arguedas
31033,52,Aria
31034,42,Aribe
31035,64,Armañanzas
31036,1045,Arróniz
31037,106,Arruazu
31038,1670,Artajona
31039,105,Artazu
31040,235,Atez/Atetz
31058,243,Auritz/Burguete
31041,2241,Ayegui/Aiegi
31042,3818,Azagra
31043,37,Azuelo
31044,349,Bakaiku
31901,20325,Barañain
31045,660,Barásoain
31046,62,Barbarin
31047,284,Bargota
31048,221,Barillas
31049,850,Basaburua
31050,7719,Baztan
31137,235,Beintza-Labaien
31051,301,Beire
31052,124,Belascoáin
31250,3765,Bera
31053,629,Berbinzana
31905,3890,Beriáin
31902,6731,Berrioplano/Berriobeiti
31903,9756,Berriozar
31054,600,Bertizarana
31055,345,Betelu
31253,166,Bidaurreta
31056,216,Biurrun-Olcoz
31057,2258,Buñuel
31059,216,Burgui/Burgi
31060,18338,Burlada/Burlata
31061,63,"Busto, El"
31062,1393,Cabanillas
31063,107,Cabredo
31064,2066,Cadreita
31065,2677,Caparroso
31066,1049,Cárcar
31067,2476,Carcastillo
31068,3772,Cascante
31069,969,Cáseda
31070,4093,Castejón
31071,17,Castillonuevo
31193,1833,Cendea de Olza/Oltza Zendea
31072,7779,Cintruénigo
31074,476,Cirauqui/Zirauki
31075,137,Ciriza/Ziritza
31076,3761,Cizur
31077,7642,Corella
31078,3163,Cortes
31079,80,Desojo
31080,624,Dicastillo
31081,453,Donamaria
31221,1700,Doneztebe/Santesteban
31083,77,Echarri
31087,212,Elgorriaga
31089,318,Enériz/Eneritz
31090,151,Eratsun
31091,399,Ergoiena
31092,789,Erro
31094,120,Eslava
31095,82,Esparza de Salazar/Espartza Zaraitzu
31096,117,Espronceda
31097,13668,Estella-Lizarra
31098,2590,Esteribar
31099,76,Etayo
31082,804,Etxalar
31084,2456,Etxarri Aranatz
31085,603,Etxauri
31100,297,Eulate
31101,1815,Ezcabarte
31093,319,Ezcároz/Ezkaroze
31102,149,Ezkurra
31103,48,Ezprogui
31104,2335,Falces
31105,1996,Fitero
31106,973,Fontellas
31107,2461,Funes
31108,2501,Fustiñana
31109,2146,Galar
31110,104,Gallipienzo/Galipentzu
31111,107,Gallués/Galoze
31112,94,Garaioa
31113,150,Garde
31114,479,Garínoain
31115,181,Garralda
31116,73,Genevilla
31117,720,Goizueta
31118,164,Goñi
31119,43,Güesa/Gorza
31120,444,Guesálaz/Gesalatz
31121,75,Guirguillano
31256,115,Hiriberri/Villanueva de Aezkoa
31122,6895,Huarte/Uharte
31124,248,Ibargoiti
31259,606,Igantzi
31125,333,Igúzquiza
31126,433,Imotz
31127,176,Irañeta
31904,2187,Irurtzun
31128,439,Isaba/Izaba
31129,525,Ituren
31130,398,Iturmendi
31131,1213,Iza/Itza
31132,176,Izagaondoa
31133,50,Izalzu/Itzaltzu
31134,196,Jaurrieta
31135,107,Javier
31136,561,Juslapeña
31138,1263,Lakuntza
31139,174,Lana
31140,153,Lantz
31141,125,Lapoblación
31142,2068,Larraga
31143,110,Larraona
31144,985,Larraun
31145,204,Lazagurría
31146,40,Leache/Leatxe
31147,110,Legarda
31148,103,Legaria
31149,2857,Leitza
31908,1452,Lekunberri
31150,243,Leoz/Leotz
31151,73,Lerga
31152,1673,Lerín
31153,2733,Lesaka
31154,262,Lezáun
31155,303,Liédena
31156,305,Lizoáin-Arriasgoiti
31157,4738,Lodosa
31158,309,Lónguida/Longida
31159,1318,Lumbier
31160,130,Luquin
31248,390,Luzaide/Valcarlos
31161,419,Mañeru
31162,53,Marañón
31163,2821,Marcilla
31164,728,Mélida
31165,3612,Mendavia
31166,308,Mendaza
31167,1053,Mendigorría
31168,300,Metauten
31169,3289,Milagro
31170,56,Mirafuentes
31171,845,Miranda de Arga
31172,480,Monreal/Elo
31173,1073,Monteagudo
31174,133,Morentin
31175,84,Mues
31176,3906,Murchante
31177,335,Murieta
31178,670,Murillo el Cuende
31179,614,Murillo el Fruto
31180,257,Muruzábal
31181,147,Navascués/Nabaskoze
31182,43,Nazar
31088,8012,Noáin (Valle de Elorz)/Noain (Elortzibar)
31183,923,Obanos
31185,543,Ochagavía/Otsagabia
31184,76,Oco
31186,368,Odieta
31187,146,Oiz
31188,334,Olaibar
31189,1522,Olazti/Olazagutía
31190,52,Olejua
31191,3915,Olite/Erriberri
31194,406,Ollo
31192,200,Olóriz/Oloritz
31195,205,Orbaizeta
31196,40,Orbara
31197,90,Orísoain
31906,3802,Orkoien
31198,46,Oronz/Orontze
31199,153,Oroz-Betelu/Orotz-Betelu
31211,34,Orreaga/Roncesvalles
31200,939,Oteiza
31201,195650,Pamplona/Iruña
31202,5837,Peralta/Azkoien
31203,35,Petilla de Aragón
31204,37,Piedramillera
31205,494,Pitillas
31206,2807,Puente la Reina/Gares
31207,339,Pueyo
31208,3704,Ribaforada
31209,184,Romanzado
31210,210,Roncal/Erronkari
31212,155,Sada
31213,115,Saldías
31214,117,Salinas de Oro/Jaitz
31215,6225,San Adrián
31217,370,San Martín de Unx
31216,5002,Sangüesa/Zangoza
31219,103,Sansol
31220,895,Santacara
31222,63,Sarriés/Sartze
31223,1362,Sartaguda
31224,1164,Sesma
31225,54,Sorlada
31226,670,Sunbilla
31227,10660,Tafalla
31228,609,Tiebas-Muruarte de Reta
31229,51,Tirapu
31230,115,Torralba del Río
31231,131,Torres del Río
31232,35170,Tudela
31233,126,Tulebras
31234,175,Ucar
31123,834,Uharte Arakil
31235,178,Ujué
31236,1667,Ultzama
31237,220,Unciti
31238,129,Unzué/Untzue
31239,399,Urdazubi/Urdax
31240,671,Urdiain
31241,156,Urraul Alto
31242,303,Urraul Bajo
31244,188,Urroz
31243,389,Urroz-Villa
31245,92,Urzainqui/Urzainki
31246,163,Uterga
31247,148,Uztárroz/Uztarroze
31086,20046,Valle de Egüés/Eguesibar
31260,1510,Valle de Yerri/Deierri
31249,2414,Valtierra
31251,4025,Viana
31252,93,Vidángoz/Bidankoze
31254,2849,Villafranca
31255,121,Villamayor de Monjardín
31257,1154,Villatuerta
31258,10317,Villava/Atarrabia
31261,298,Yesa
31262,289,Zabalza/Zabaltza
31073,354,Ziordia
31907,14612,Zizur Mayor/Zizur Nagusia
31263,311,Zubieta
31264,237,Zugarramurdi
31265,110,Zúñiga
32001,5982,Allariz
32002,2264,Amoeiro
32003,1002,"Arnoia, A"
32004,1910,Avión
32005,986,Baltar
32006,1668,Bande
32007,1648,Baños de Molgas
32008,10638,Barbadás
32009,13761,"Barco de Valdeorras, O"
32010,427,Beade
32011,1003,Beariz
32012,850,"Blancos, Os"
32013,2443,Boborás
32014,1270,"Bola, A"
32015,963,"Bolo, O"
32016,856,Calvos de Randín
32018,1381,Carballeda de Avia
32017,1664,Carballeda de Valdeorras
32019,13913,"Carballiño, O"
32020,2757,Cartelle
32022,1490,Castrelo de Miño
32021,1067,Castrelo do Val
32023,1313,Castro Caldelas
32024,5508,Celanova
32025,1196,Cenlle
32029,506,Chandrexa de Queixa
32026,3126,Coles
32027,1151,Cortegada
32028,1792,Cualedro
32030,1209,Entrimo
32031,1194,Esgos
32033,798,Gomesende
32034,1345,"Gudiña, A"
32035,1546,"Irixo, O"
32038,487,Larouco
32039,1377,Laza
32040,1642,Leiro
32041,809,Lobeira
32042,1868,Lobios
32043,2938,Maceda
32044,947,Manzaneda
32045,2818,Maside
32046,1280,Melón
32047,1976,"Merca, A"
32048,1070,"Mezquita, A"
32049,791,Montederramo
32050,2713,Monterrei
32051,1572,Muíños
32052,2075,Nogueira de Ramuín
32053,1894,Oímbra
32054,105893,Ourense
32055,1439,Paderne de Allariz
32056,1893,Padrenda
32057,592,Parada de Sil
32058,6255,"Pereiro de Aguiar, O"
32059,1948,"Peroxa, A"
32060,957,Petín
32061,1212,Piñor
32063,2191,"Pobra de Trives, A"
32064,588,Pontedeva
32062,859,Porqueira
32065,729,Punxín
32066,616,Quintela de Leirado
32067,1394,Rairiz de Veiga
32068,1571,Ramirás
32069,5068,Ribadavia
32071,1646,Riós
32072,4530,"Rúa, A"
32073,1448,Rubiá
32074,1141,San Amaro
32075,5113,San Cibrao das Viñas
32076,2303,San Cristovo de Cea
32070,583,San Xoán de Río
32077,1286,Sandiás
32078,1259,Sarreaus
32079,1475,Taboadela
32080,368,"Teixeira, A"
32081,2395,Toén
32082,1365,Trasmiras
32083,923,"Veiga, A"
32084,983,Verea
32085,14031,Verín
32086,2982,Viana do Bolo
32087,1996,Vilamarín
32088,1798,Vilamartín de Valdeorras
32089,1394,Vilar de Barrio
32090,858,Vilar de Santos
32091,2036,Vilardevós
32092,586,Vilariño de Conso
32032,10004,Xinzo de Limia
32036,1461,Xunqueira de Ambía
32037,800,Xunqueira de Espadanedo
34001,36,Abarca de Campos
34003,181,Abia de las Torres
34004,6979,Aguilar de Campoo
34005,982,Alar del Rey
34006,83,Alba de Cerrato
34009,39,Amayuelas de Arriba
34010,651,Ampudia
34011,439,Amusco
34012,384,Antigüedad
34015,44,Arconada
34017,1004,Astudillo
34018,231,Autilla del Pino
34019,146,Autillo de Campos
34020,54,Ayuela
34022,1248,Baltanás
